countries,Year,GDP [Euro],Population,GrDP (Territorial & Low GHG with VOLY) scenario [Euro],GrDP (Territorial & Low GHG with VSL) scenario [Euro],GrDP (Territorial & Central GHG with VOLY) scenario [Euro],GrDP (Territorial & Central GHG with VSL) scenario [Euro],GrDP (Territorial & High GHG with VOLY) scenario [Euro],GrDP (Territorial & High GHG with VSL) scenario [Euro],GrDP (Residential & Low GHG with VOLY) scenario [Euro],GrDP (Residential & Low GHG with VSL) scenario [Euro],GrDP (Residential & Central GHG with VOLY) scenario [Euro],GrDP (Residential & Central GHG with VSL) scenario [Euro],GrDP (Residential & High GHG with VOLY) scenario [Euro],GrDP (Residential & High GHG with VSL) scenario [Euro],GrDP (Footprint & Low GHG with VOLY) scenario [Euro],GrDP (Footprint & Low GHG with VSL) scenario [Euro],GrDP (Footprint & Central GHG with VOLY) scenario [Euro],GrDP (Footprint & Central GHG with VSL) scenario [Euro],GrDP (Footprint & High GHG with VOLY) scenario [Euro],GrDP (Footprint & High GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Low GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Low GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Central GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Central GHG with VSL) scenario [Euro],GrDP per capita (Territorial & High GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & High GHG with VSL) scenario [Euro],GrDP per capita (Residential & Low GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Low GHG with VSL) scenario [Euro],GrDP per capita (Residential & Central GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Central GHG with VSL) scenario [Euro],GrDP per capita (Residential & High GHG with VOLY) scenario [Euro],GrDP per capita (Residential & High GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Low GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Low GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Central GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Central GHG with VSL) scenario [Euro],GrDP per capita (Footprint & High GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & High GHG with VSL) scenario [Euro],GDP per capita [Euro]
Latvia,1999,7046700000.0,2399248.0,-300371768.0,-5427665120.0,-393119108.0,-5520412460.0,-1318384238.0,-6445677590.0,,,,,,,,,,,,,-125194130.82765934,-2262235967.2697444,-163850968.30340174,-2300892804.7454867,-549498942.1685462,-2686540778.6106315,,,,,,,,,,,,,2937.0452741859117
Latvia,2000,8632300000.0,2381715.0,1675422699.0,-2909980331.0,1745082219.0,-2840320811.0,2440018859.0,-2145384171.0,,,,,,,,,,,,,703452217.8346276,-1221800396.353048,732699848.2186155,-1192552765.9690602,1024479779.9064959,-900772834.2811798,,,,,,,,,,,,,3624.4051030454943
Latvia,2001,9374400000.0,2353384.0,2333567741.0,-2372838298.0,2399845001.0,-2306561038.0,3061039571.0,-1645366468.0,,,,,,,,,,,,,991579674.6302346,-1008266520.8907684,1019742209.941089,-980103985.5799139,1300697026.4946136,-699149169.0263892,,,,,,,,,,,,,3983.3703297039497
Latvia,2002,10168700000.0,2320956.0,3021071711.0,-1601929081.0,3016602491.0,-1606398301.0,2972016701.0,-1650984091.0,,,,,,,,,,,,,1301649712.8769352,-690202261.9127635,1299724118.423615,-692127856.3660836,1280514021.377398,-711337953.4123008,,,,,,,,,,,,,4381.254965626234
Latvia,2003,10499600000.0,2299390.0,2820562126.0,-1965606967.0,2790798406.0,-1995370687.0,2493869866.0,-2292299227.0,,,,,,,,,,,,,1226656689.8177342,-854838442.8043959,1213712508.9697702,-867782623.65236,1084578895.2722244,-996916237.3499058,,,,,,,,,,,,,4566.254528374917
Latvia,2004,11724000000.0,2276520.0,3578226103.0,-1641074721.0,3394980523.0,-1824320301.0,1566887713.0,-3652413111.0,,,,,,,,,,,,,1571796471.36858,-720869889.5682884,1491302744.1006448,-801363616.8362237,688281988.7371954,-1604384372.1996732,,,,,,,,,,,,,5149.965737177798
Latvia,2005,13791900000.0,2249724.0,5809326895.0,1145415978.0,5596084495.0,932173578.0,3468737695.0,-1195173222.0,,,,,,,,,,,,,2582239819.195599,509136222.0432373,2487453792.10961,414350194.9572481,1541850331.4184318,-531253265.73393005,,,,,,,,,,,,,6130.485339534983
Latvia,2006,17363100000.0,2227874.0,9416694686.0,4794903364.0,9216752846.0,4594961524.0,7222094966.0,2600303644.0,,,,,,,,,,,,,4226762683.167899,2152232740.271667,4137017105.0966077,2062487162.2003758,3241698123.8615828,1167168180.9653509,,,,,,,,,,,,,7793.573604252305
Latvia,2007,22791500000.0,2208840.0,14693849022.0,10075364137.0,14457207162.0,9838722277.0,12096422892.0,7477938007.0,,,,,,,,,,,,,6652292163.307437,4561382507.107803,6545158165.371869,4454248509.1722355,5476368995.490846,3385459339.2912116,,,,,,,,,,,,,10318.311874105866
Latvia,2008,24531500000.0,2191810.0,16905204187.0,12503068381.0,16704140107.0,12302004301.0,14698286547.0,10296150741.0,16359933036.31,11957797230.31,15795354855.85,11393219049.85,10163015388.88,5760879582.879997,15853772136.31,11451636330.31,14951753355.85,10549617549.85,5953042188.879997,1550906382.8799973,7712896732.3810005,5704449008.3538265,7621162467.093407,5612714743.066233,6706003963.390987,4697556239.363813,7464120081.71785,5455672357.690676,7206534715.988156,5198086991.960982,4636814043.589544,2628366319.5623693,7233187245.386233,5224739521.359059,6821646655.435462,4813198931.408288,2716039341.402766,707591617.3755925,11192.34787686889
Latvia,2009,18922000000.0,2162834.0,12018061312.0,7571417494.0,11724194032.0,7277550214.0,8792518072.0,4345874254.0,11684978806.93,7238334988.93,11169056523.55,6722412705.549999,6022117553.639999,1575473735.6399994,11397371206.93,6950727388.93,10689710523.55,6243066705.549999,3629952753.6399994,-816691064.3600006,5556626773.945665,3500692838.1928525,5420755375.585921,3364821439.833108,4065276425.282754,2009342489.5299408,5402623967.872707,3346690032.1198945,5164084032.130991,3108150096.3781776,2784364196.9933887,728430261.2405758,5269646772.211829,3213712836.4590163,4942455372.696194,2886521436.9433804,1678331648.9568777,-377602286.79593563,8748.706558154718
Latvia,2010,17937500000.0,2120504.0,10184052886.0,6464426172.0,9770553646.0,6050926932.0,5645406466.0,1925779752.0,9948763834.45,6229137120.450001,9378405226.75,5658778512.75,3688399116.6000004,-31227597.400001526,9646155934.45,5926529220.450001,8874058726.75,5154432012.75,1171469916.5999985,-2548156797.4000015,4802656767.447739,3048532882.7486296,4607656314.725179,2853532430.026069,2662294655.421541,908170770.722432,4691697744.710691,2937573860.011583,4422724610.163433,2668600725.4643235,1739397386.9419725,-14726497.757137703,4548992095.487677,2794868210.7885675,4184881861.458408,2430757976.759299,552448812.4521333,-1201675072.246976,8459.073880549153
Latvia,2011,19666000000.0,2074605.0,17335173833.0,13516281963.0,16971951113.0,13153059243.0,13348372073.0,9529480203.0,17083765841.48,13264873971.48,16552937793.8,12734045923.8,11257296080.04,7438404210.040001,16727236241.48,12908344371.48,15958721793.8,12139829923.8,8291875280.040001,4472983410.040001,8355891281.954878,6515111051.50137,8180810859.416612,6340030628.963104,6434175215.522955,4593394985.069447,8234707735.438794,6393927504.985287,7978838281.889806,6138058051.436297,5426235876.246322,3585455645.7928143,8062853527.0473175,6222073296.593809,7692414601.237344,5851634370.783836,3996845317.561657,2156065087.1081486,9479.39487275891
Latvia,2012,22097500000.0,2044813.0,19817342333.0,15962289831.0,19518799193.0,15663746691.0,16540475963.0,12685423461.0,19487750610.68,15632698108.68,18969479655.8,15114427153.8,13799109891.64,9944057389.64,19122848310.68,15267795808.68,18361309155.8,14506256653.8,10764049491.64,6908996989.639999,9691518164.741714,7806234521.689758,9545517948.58503,7660234305.533073,8088991982.640955,6203708339.588999,9530333879.274046,7645050236.22209,9276877472.805582,7391593829.753625,6748348084.4654255,4863064441.413469,9351881228.591562,7466597585.539607,8979456388.334776,7094172745.282821,5264075243.868266,3378791600.816309,10806.611655931374
Latvia,2013,22791300000.0,2023825.0,20600759937.0,17014269566.0,20251532877.0,16665042506.0,16767577207.0,13181086836.0,20357777566.11,16771287195.11,19846562258.85,16260071887.85,14746580979.28,11160090608.28,20019265966.11,16432775595.11,19282376258.85,15695885887.85,11931024179.279999,8344533808.279999,10179121187.355625,8406986555.655751,10006563253.739824,8234428622.039949,8285092439.810755,6512957808.110879,10059060228.087902,8286925596.388027,9806461654.960285,8034327023.26041,7286490175.425247,5514355543.725371,9891796951.865898,8119662320.166022,9527689527.92361,7755554896.223735,5895284512.880312,4123149881.1804376,11261.497412078614
Latvia,2014,23625800000.0,2001468.0,21214080921.0,17680506209.0,20704313481.0,17170738769.0,15618776401.0,12085201689.0,21203660012.88,17670085300.88,20686945300.8,17153370588.8,15532100911.24,11998526199.24,20907490712.88,17373916000.88,20193329800.8,16659755088.8,13068724511.24,9535149799.24,10599260603.21724,8833769117.967411,10344563830.648304,8579072345.398478,7803660313.829649,6038168828.579823,10594053970.825415,8828562485.575588,10335886109.995264,8570394624.745437,7760354355.5230465,5994862870.273219,10446077935.235537,8680586449.985712,10089259384.012135,8323767898.762308,6529569551.569148,4764078066.319322,11804.235691002805
Latvia,2015,24572100000.0,1986096.0,22339994530.0,19072189933.0,21881324710.0,18613520113.0,17305547220.0,14037742623.0,22240507192.96,18972702595.96,21715512481.6,18447707884.6,16478065242.08,13210260645.08,21944016592.96,18676211995.96,21221361481.6,17953556884.6,14012016442.080002,10744211845.080002,11248194714.65629,9602854007.56056,11017254306.94186,9371913599.84613,8713348810.93361,7068008103.837881,11198102807.195623,9552762100.099894,10933767794.507416,9288427087.411686,8296711358.403622,6651370651.307893,11048819690.971634,9403478983.875906,10684962600.800766,9039621893.705036,7055054963.143777,5409714256.048047,12372.060565048216
Latvia,2016,25371300000.0,1968957.0,23286973475.0,20108094301.0,22904786075.0,19725906901.0,19092011775.0,15913132601.0,23076483962.06,19897604788.059998,22553970220.1,19375091046.1,17341273603.879997,14162394429.88,22773113762.06,19594234588.059998,22048353220.1,18869474046.1,14818004003.88,11639124829.88,11827060456.373604,10212561422.621216,11632953931.954838,10018454898.20245,9696510271.681911,8082011237.929523,11720156388.412748,10105657354.660358,11454780485.353413,9840281451.601025,8807339928.642422,7192840894.890036,11566079788.466686,9951580754.714296,11197986152.109976,9583487118.357588,7525813922.7418375,5911314888.9894495,12885.65468925934
Latvia,2017,26984400000.0,1950116.0,24916495416.0,21552239883.0,24593701476.0,21229445943.0,21373447646.0,18009192113.0,24599835287.25,21235579754.25,24065934594.75,20701679061.75,18739639591.0,15375384058.0,24155609687.25,20791354154.25,23325558594.75,19961303061.75,15044810791.0,11680555258.0,12776929893.401213,11051773270.410582,12611404386.200615,10886247763.209984,10960090397.699419,9234933774.708786,12614549743.322962,10889393120.332329,12340770802.736862,10615614179.746231,9609499943.080309,7884343320.089677,12386755294.172245,10661598671.181612,11961113387.485668,10235956764.495035,7714828651.731486,5989672028.740854,13837.330702378731
Latvia,2018,29153600000.0,1934379.0,26858552320.0,23390656406.0,26410419460.0,22942523546.0,21939760690.0,18471864776.0,26697279854.17,23229383940.17,26141632016.95,22673736102.95,20598383355.16,17130487441.16,26179703354.17,22711807440.17,25279004516.95,21811108602.95,16293461355.16,12825565441.16,13884844862.356342,12092075237.582708,13653177303.930616,11860407679.15698,11342017613.921574,9549247989.147938,13801473162.275852,12008703537.502216,13514224470.46313,11721454845.689495,10648576806.902887,8855807182.129251,13533905896.502186,11741136271.72855,13068279027.507019,11275509402.733383,8423096691.579055,6630327066.805419,15071.296783101967
Latvia,2019,30572900000.0,1919968.0,28410033061.0,24988966868.0,28038264181.0,24617197988.0,24329427021.0,20908360828.0,28139325755.95,24718259562.95,27587085339.25,24166019146.25,22077829753.6,18656763560.6,27653696555.95,24232630362.95,26777703339.25,23356637146.25,18038628153.6,14617561960.599998,14797138838.25147,13015303832.147202,14603505986.037268,12821670979.932999,12671787769.900331,10889952763.796062,14656143100.275629,12874308094.171362,14368513089.410866,12586678083.306597,11499061314.35524,9717226308.25097,14403207009.67412,12621372003.56985,13946952938.408348,12165117932.304081,9395275417.923632,7613440411.819363,15923.650810846848
Latvia,2020,30109500000.0,1907675.0,27882218720.0,24702038670.0,27407713640.0,24227533590.0,22673960580.0,19493780530.0,27857953891.37,24677773841.37,27367272258.95,24187092208.95,22472138830.760002,19291958780.760002,27431028091.37,24250848041.37,26655729258.95,23475549208.95,18921200430.76,15741020380.759998,14615811770.872921,12948766781.553461,14367077012.593864,12700032023.274405,11885651685.952795,10218606696.633337,14603092188.852922,12936047199.533464,14345877709.227201,12678832719.907742,11779857067.246782,10112812077.927322,14379298408.465803,12712253419.146343,13972888075.248667,12305843085.929207,9918461179.582476,8251416190.263016,15783.3488408665
Latvia,2021,33348900000.0,1893223.0,30927164343.0,27535546495.0,30375596403.0,26983978555.0,24873049573.0,21481431725.0,30999827817.239998,27608209969.239998,30496702193.4,27105084345.4,25477425136.52,22085807288.52,30491625717.239998,27100007869.239998,29649698693.4,26258080845.4,21250474336.52,17858856488.52,16335721857.911085,14544270006.755676,16044383785.217062,14252931934.061651,13137939679.05524,11346487827.89983,16374102690.08986,14582650838.93445,16108351838.848356,14316899987.692945,13457170727.653318,11665718876.49791,16105670445.18263,14314218594.02722,15660964764.002974,13869512912.847563,11224496182.710648,9433044331.555237,17614.8821348568
Malta,1990,,352430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,1991,,361908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,1992,,365781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,1993,,369455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,1994,,373161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,1995,2846600000.0,376433.0,2417807157.0,1979482484.0,2304950637.0,1866625964.0,1179072497.0,740747824.0,2401756282.86,1963431609.8600001,2278199180.1,1839874507.1,1045569988.2800002,607245315.2800002,2321456482.86,1883131809.8600001,2144366180.1000001,1706041507.1000001,377679588.2800002,-60645084.71999979,6422941551.351768,5258525379.0183115,6123136486.439818,4958720314.106361,3132224053.151557,1967807880.8181005,6380302159.640627,5215885987.307171,6052070833.587916,4887654661.254459,2777572604.6334944,1613156432.300038,6166984517.45729,5002568345.123834,5696541429.949022,4532125257.615565,1003311580.7593919,-161104591.5740644,7562.036272059038
