country,country_name,year,variable,pollutant,pollutant_name,emissions to,environmental theme,damage,scenario,method,unit,value,reference
AL,Albania,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,1119.0,"EEA, 2023"
AL,Albania,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,3316.0,"EEA, 2023"
AL,Albania,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,1171.0,"EEA, 2023"
AL,Albania,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,3595.0,"EEA, 2023"
AL,Albania,2012,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,11771.0,"EEA, 2023"
AL,Albania,2012,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,23213.0,"EEA, 2023"
AL,Albania,2013,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,11760.0,"EEA, 2023"
AL,Albania,2013,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,23233.0,"EEA, 2023"
AL,Albania,2014,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,11874.0,"EEA, 2023"
AL,Albania,2014,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,23062.0,"EEA, 2023"
AL,Albania,2015,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,12057.0,"EEA, 2023"
AL,Albania,2015,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,24567.0,"EEA, 2023"
AL,Albania,2016,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,12213.0,"EEA, 2023"
AL,Albania,2016,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,24903.0,"EEA, 2023"
AL,Albania,2017,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,12425.0,"EEA, 2023"
AL,Albania,2017,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,25762.0,"EEA, 2023"
AL,Albania,2018,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,12539.0,"EEA, 2023"
AL,Albania,2018,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,28999.0,"EEA, 2023"
AL,Albania,2019,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,12236.0,"EEA, 2023"
AL,Albania,2019,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,28363.0,"EEA, 2023"
AL,Albania,2020,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,12971.0,"EEA, 2023"
AL,Albania,2020,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,31037.0,"EEA, 2023"
AL,Albania,2021,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,13392.0,"EEA, 2023"
AL,Albania,2021,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,34716.0,"EEA, 2023"
AL,Albania,2012,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,11112.0,"EEA, 2023"
AL,Albania,2012,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,22554.0,"EEA, 2023"
AL,Albania,2013,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,11101.0,"EEA, 2023"
AL,Albania,2013,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,22574.0,"EEA, 2023"
AL,Albania,2014,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,11215.0,"EEA, 2023"
AL,Albania,2014,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,22403.0,"EEA, 2023"
AL,Albania,2015,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,11398.0,"EEA, 2023"
AL,Albania,2015,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,23908.0,"EEA, 2023"
AL,Albania,2016,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,11554.0,"EEA, 2023"
AL,Albania,2016,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,24244.0,"EEA, 2023"
AL,Albania,2017,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,11766.0,"EEA, 2023"
AL,Albania,2017,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,25103.0,"EEA, 2023"
AL,Albania,2018,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,11880.0,"EEA, 2023"
AL,Albania,2018,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,28340.0,"EEA, 2023"
AL,Albania,2019,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,11577.0,"EEA, 2023"
AL,Albania,2019,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,27704.0,"EEA, 2023"
AL,Albania,2020,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,12312.0,"EEA, 2023"
AL,Albania,2020,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,30378.0,"EEA, 2023"
AL,Albania,2021,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,12733.0,"EEA, 2023"
AL,Albania,2021,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,34057.0,"EEA, 2023"
AL,Albania,2012,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,115.0,"EEA, 2023"
AL,Albania,2013,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,115.0,"EEA, 2023"
AL,Albania,2014,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,115.0,"EEA, 2023"
AL,Albania,2015,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,115.0,"EEA, 2023"
AL,Albania,2016,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,115.0,"EEA, 2023"
AL,Albania,2017,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,115.0,"EEA, 2023"
AL,Albania,2018,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,115.0,"EEA, 2023"
AL,Albania,2019,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,115.0,"EEA, 2023"
AL,Albania,2020,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,115.0,"EEA, 2023"
AL,Albania,2021,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,115.0,"EEA, 2023"
AL,Albania,2012,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,544.0,"EEA, 2023"
AL,Albania,2013,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,544.0,"EEA, 2023"
AL,Albania,2014,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,544.0,"EEA, 2023"
AL,Albania,2015,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,544.0,"EEA, 2023"
AL,Albania,2016,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,544.0,"EEA, 2023"
AL,Albania,2017,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,544.0,"EEA, 2023"
AL,Albania,2018,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,544.0,"EEA, 2023"
AL,Albania,2019,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,544.0,"EEA, 2023"
AL,Albania,2020,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,544.0,"EEA, 2023"
AL,Albania,2021,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,544.0,"EEA, 2023"
AL,Albania,2012,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Health,Central,NA,€2021/t,778.0,"EEA, 2023"
AL,Albania,2013,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Health,Central,NA,€2021/t,780.0,"EEA, 2023"
AL,Albania,2014,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Health,Central,NA,€2021/t,799.0,"EEA, 2023"
AL,Albania,2015,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Health,Central,NA,€2021/t,831.0,"EEA, 2023"
AL,Albania,2016,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Health,Central,NA,€2021/t,844.0,"EEA, 2023"
AL,Albania,2017,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Health,Central,NA,€2021/t,875.0,"EEA, 2023"
AL,Albania,2018,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Health,Central,NA,€2021/t,887.0,"EEA, 2023"
AL,Albania,2019,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Health,Central,NA,€2021/t,873.0,"EEA, 2023"
AL,Albania,2020,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Health,Central,NA,€2021/t,966.0,"EEA, 2023"
AL,Albania,2021,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Health,Central,NA,€2021/t,1028.0,"EEA, 2023"
AL,Albania,2012,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,10334.0,"EEA, 2023"
AL,Albania,2012,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,21776.0,"EEA, 2023"
AL,Albania,2013,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,10321.0,"EEA, 2023"
AL,Albania,2013,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,21794.0,"EEA, 2023"
AL,Albania,2014,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,10416.0,"EEA, 2023"
AL,Albania,2014,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,21604.0,"EEA, 2023"
AL,Albania,2015,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,10567.0,"EEA, 2023"
AL,Albania,2015,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,23077.0,"EEA, 2023"
AL,Albania,2016,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,10710.0,"EEA, 2023"
AL,Albania,2016,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,23400.0,"EEA, 2023"
AL,Albania,2017,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,10891.0,"EEA, 2023"
AL,Albania,2017,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,24228.0,"EEA, 2023"
AL,Albania,2018,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,10993.0,"EEA, 2023"
AL,Albania,2018,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,27453.0,"EEA, 2023"
AL,Albania,2019,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,10704.0,"EEA, 2023"
AL,Albania,2019,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,26831.0,"EEA, 2023"
AL,Albania,2020,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,11346.0,"EEA, 2023"
AL,Albania,2020,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,29412.0,"EEA, 2023"
AL,Albania,2021,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,11705.0,"EEA, 2023"
AL,Albania,2021,env-price,NOx,Nitrogen oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,33029.0,"EEA, 2023"
AL,Albania,2012,env-price,Ni,Nickel,air,Human toxicity,Health,Central,NA,€2021/t,16000.0,"EEA, 2023"
AL,Albania,2013,env-price,Ni,Nickel,air,Human toxicity,Health,Central,NA,€2021/t,15600.0,"EEA, 2023"
AL,Albania,2014,env-price,Ni,Nickel,air,Human toxicity,Health,Central,NA,€2021/t,14600.0,"EEA, 2023"
AL,Albania,2015,env-price,Ni,Nickel,air,Human toxicity,Health,Central,NA,€2021/t,17800.0,"EEA, 2023"
AL,Albania,2016,env-price,Ni,Nickel,air,Human toxicity,Health,Central,NA,€2021/t,16300.0,"EEA, 2023"
AL,Albania,2017,env-price,Ni,Nickel,air,Human toxicity,Health,Central,NA,€2021/t,17600.0,"EEA, 2023"
AL,Albania,2018,env-price,Ni,Nickel,air,Human toxicity,Health,Central,NA,€2021/t,18900.0,"EEA, 2023"
AL,Albania,2019,env-price,Ni,Nickel,air,Human toxicity,Health,Central,NA,€2021/t,17300.0,"EEA, 2023"
AL,Albania,2020,env-price,Ni,Nickel,air,Human toxicity,Health,Central,NA,€2021/t,17300.0,"EEA, 2023"
AL,Albania,2021,env-price,Ni,Nickel,air,Human toxicity,Health,Central,NA,€2021/t,18700.0,"EEA, 2023"
AL,Albania,2012,env-price,PM10,Particulate matter 10,air,All,All,Central,VOLY,€2021/t,63552.0,"EEA, 2023"
AL,Albania,2012,env-price,PM10,Particulate matter 10,air,All,All,Central,VSL,€2021/t,124828.0,"EEA, 2023"
AL,Albania,2013,env-price,PM10,Particulate matter 10,air,All,All,Central,VOLY,€2021/t,63604.0,"EEA, 2023"
AL,Albania,2013,env-price,PM10,Particulate matter 10,air,All,All,Central,VSL,€2021/t,125351.0,"EEA, 2023"
AL,Albania,2014,env-price,PM10,Particulate matter 10,air,All,All,Central,VOLY,€2021/t,64114.0,"EEA, 2023"
AL,Albania,2014,env-price,PM10,Particulate matter 10,air,All,All,Central,VSL,€2021/t,122640.0,"EEA, 2023"
AL,Albania,2015,env-price,PM10,Particulate matter 10,air,All,All,Central,VOLY,€2021/t,64907.0,"EEA, 2023"
AL,Albania,2015,env-price,PM10,Particulate matter 10,air,All,All,Central,VSL,€2021/t,131276.0,"EEA, 2023"
AL,Albania,2016,env-price,PM10,Particulate matter 10,air,All,All,Central,VOLY,€2021/t,65831.0,"EEA, 2023"
AL,Albania,2016,env-price,PM10,Particulate matter 10,air,All,All,Central,VSL,€2021/t,133665.0,"EEA, 2023"
AL,Albania,2017,env-price,PM10,Particulate matter 10,air,All,All,Central,VOLY,€2021/t,66916.0,"EEA, 2023"
AL,Albania,2017,env-price,PM10,Particulate matter 10,air,All,All,Central,VSL,€2021/t,137628.0,"EEA, 2023"
AL,Albania,2018,env-price,PM10,Particulate matter 10,air,All,All,Central,VOLY,€2021/t,67640.0,"EEA, 2023"
AL,Albania,2018,env-price,PM10,Particulate matter 10,air,All,All,Central,VSL,€2021/t,161940.0,"EEA, 2023"
AL,Albania,2019,env-price,PM10,Particulate matter 10,air,All,All,Central,VOLY,€2021/t,65917.0,"EEA, 2023"
AL,Albania,2019,env-price,PM10,Particulate matter 10,air,All,All,Central,VSL,€2021/t,158476.0,"EEA, 2023"
AL,Albania,2020,env-price,PM10,Particulate matter 10,air,All,All,Central,VOLY,€2021/t,70302.0,"EEA, 2023"
AL,Albania,2020,env-price,PM10,Particulate matter 10,air,All,All,Central,VSL,€2021/t,172110.0,"EEA, 2023"
AL,Albania,2021,env-price,PM10,Particulate matter 10,air,All,All,Central,VOLY,€2021/t,71960.0,"EEA, 2023"
AL,Albania,2021,env-price,PM10,Particulate matter 10,air,All,All,Central,VSL,€2021/t,194332.0,"EEA, 2023"
AL,Albania,2012,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,63552.0,"EEA, 2023"
AL,Albania,2012,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,124828.0,"EEA, 2023"
AL,Albania,2013,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,63604.0,"EEA, 2023"
AL,Albania,2013,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,125351.0,"EEA, 2023"
AL,Albania,2014,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,64114.0,"EEA, 2023"
AL,Albania,2014,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,122640.0,"EEA, 2023"
AL,Albania,2015,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,64907.0,"EEA, 2023"
AL,Albania,2015,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,131276.0,"EEA, 2023"
AL,Albania,2016,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,65831.0,"EEA, 2023"
AL,Albania,2016,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,133665.0,"EEA, 2023"
AL,Albania,2017,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,66916.0,"EEA, 2023"
AL,Albania,2017,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,137628.0,"EEA, 2023"
AL,Albania,2018,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,67640.0,"EEA, 2023"
AL,Albania,2018,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,161940.0,"EEA, 2023"
AL,Albania,2019,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,65917.0,"EEA, 2023"
AL,Albania,2019,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,158476.0,"EEA, 2023"
AL,Albania,2020,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,70302.0,"EEA, 2023"
AL,Albania,2020,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,172110.0,"EEA, 2023"
AL,Albania,2021,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,71960.0,"EEA, 2023"
AL,Albania,2021,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,194332.0,"EEA, 2023"
AL,Albania,2012,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,63552.0,"EEA, 2023"
AL,Albania,2012,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,124828.0,"EEA, 2023"
AL,Albania,2013,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,63604.0,"EEA, 2023"
AL,Albania,2013,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,125351.0,"EEA, 2023"
AL,Albania,2014,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,64114.0,"EEA, 2023"
AL,Albania,2014,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,122640.0,"EEA, 2023"
AL,Albania,2015,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,64907.0,"EEA, 2023"
AL,Albania,2015,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,131276.0,"EEA, 2023"
AL,Albania,2016,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,65831.0,"EEA, 2023"
AL,Albania,2016,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,133665.0,"EEA, 2023"
AL,Albania,2017,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,66916.0,"EEA, 2023"
AL,Albania,2017,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,137628.0,"EEA, 2023"
AL,Albania,2018,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,67640.0,"EEA, 2023"
AL,Albania,2018,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,161940.0,"EEA, 2023"
AL,Albania,2019,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,65917.0,"EEA, 2023"
AL,Albania,2019,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,158476.0,"EEA, 2023"
AL,Albania,2020,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,70302.0,"EEA, 2023"
AL,Albania,2020,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,172110.0,"EEA, 2023"
AL,Albania,2021,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,71960.0,"EEA, 2023"
AL,Albania,2021,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,194332.0,"EEA, 2023"
AL,Albania,2012,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VOLY,€2021/t,106768.0,"EEA, 2023"
AL,Albania,2012,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VSL,€2021/t,209710.0,"EEA, 2023"
AL,Albania,2013,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VOLY,€2021/t,106854.0,"EEA, 2023"
AL,Albania,2013,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VSL,€2021/t,210590.0,"EEA, 2023"
AL,Albania,2014,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VOLY,€2021/t,107711.0,"EEA, 2023"
AL,Albania,2014,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VSL,€2021/t,206036.0,"EEA, 2023"
AL,Albania,2015,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VOLY,€2021/t,109043.0,"EEA, 2023"
AL,Albania,2015,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VSL,€2021/t,220544.0,"EEA, 2023"
AL,Albania,2016,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VOLY,€2021/t,110596.0,"EEA, 2023"
