country,country_name,year,variable,pollutant,pollutant_name,emissions to,environmental theme,damage,scenario,method,unit,value,reference
LT,Lithuania,2014,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,7168.0,"EEA, 2023"
LT,Lithuania,2014,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,19592.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,7291.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,21090.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,7358.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,21615.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,7417.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,22541.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,7466.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,22836.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,7166.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,21726.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,7296.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,24425.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,7736.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,26730.0,"EEA, 2023"
LT,Lithuania,2012,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,586.0,"EEA, 2023"
LT,Lithuania,2012,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,1183.0,"EEA, 2023"
LT,Lithuania,2013,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,587.0,"EEA, 2023"
LT,Lithuania,2013,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,1190.0,"EEA, 2023"
LT,Lithuania,2014,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,593.0,"EEA, 2023"
LT,Lithuania,2014,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,1209.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,610.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,1280.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,620.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,1293.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,633.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,1345.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,640.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,1364.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,625.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,1326.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,647.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,1474.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,670.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,1546.0,"EEA, 2023"
LT,Lithuania,2012,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,494.0,"EEA, 2023"
LT,Lithuania,2012,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,1091.0,"EEA, 2023"
LT,Lithuania,2013,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,495.0,"EEA, 2023"
LT,Lithuania,2013,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,1098.0,"EEA, 2023"
LT,Lithuania,2014,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,501.0,"EEA, 2023"
LT,Lithuania,2014,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,1117.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,518.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,1188.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,528.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,1201.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,541.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,1253.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,548.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,1272.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,533.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,1234.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,555.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,1382.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,578.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,1454.0,"EEA, 2023"
LT,Lithuania,2012,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,73.0,"EEA, 2023"
LT,Lithuania,2013,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,73.0,"EEA, 2023"
LT,Lithuania,2014,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,73.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,73.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,73.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,73.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,73.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,73.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,73.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,73.0,"EEA, 2023"
LT,Lithuania,2012,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Forest,Central,NA,€2021/t,19.0,"EEA, 2023"
LT,Lithuania,2013,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Forest,Central,NA,€2021/t,19.0,"EEA, 2023"
LT,Lithuania,2014,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Forest,Central,NA,€2021/t,19.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Forest,Central,NA,€2021/t,19.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Forest,Central,NA,€2021/t,19.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Forest,Central,NA,€2021/t,19.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Forest,Central,NA,€2021/t,19.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Forest,Central,NA,€2021/t,19.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Forest,Central,NA,€2021/t,19.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Forest,Central,NA,€2021/t,19.0,"EEA, 2023"
LT,Lithuania,2012,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,102.0,"EEA, 2023"
LT,Lithuania,2013,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,103.0,"EEA, 2023"
LT,Lithuania,2014,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,104.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,109.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,111.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,115.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,117.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,114.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,122.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,129.0,"EEA, 2023"
LT,Lithuania,2012,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,392.0,"EEA, 2023"
LT,Lithuania,2012,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,989.0,"EEA, 2023"
LT,Lithuania,2013,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,392.0,"EEA, 2023"
LT,Lithuania,2013,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,995.0,"EEA, 2023"
LT,Lithuania,2014,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,397.0,"EEA, 2023"
LT,Lithuania,2014,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,1013.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,409.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,1079.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,417.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,1090.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,426.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,1138.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,431.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,1155.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,419.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,1120.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,433.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,1260.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,449.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,1325.0,"EEA, 2023"
LT,Lithuania,2012,env-price,NOx,Nitrogen oxides,air,Acidification,Buildings,Central,NA,€2021/t,110.0,"EEA, 2023"
LT,Lithuania,2013,env-price,NOx,Nitrogen oxides,air,Acidification,Buildings,Central,NA,€2021/t,110.0,"EEA, 2023"
LT,Lithuania,2014,env-price,NOx,Nitrogen oxides,air,Acidification,Buildings,Central,NA,€2021/t,110.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NOx,Nitrogen oxides,air,Acidification,Buildings,Central,NA,€2021/t,110.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NOx,Nitrogen oxides,air,Acidification,Buildings,Central,NA,€2021/t,110.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NOx,Nitrogen oxides,air,Acidification,Buildings,Central,NA,€2021/t,110.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NOx,Nitrogen oxides,air,Acidification,Buildings,Central,NA,€2021/t,110.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NOx,Nitrogen oxides,air,Acidification,Buildings,Central,NA,€2021/t,110.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NOx,Nitrogen oxides,air,Acidification,Buildings,Central,NA,€2021/t,110.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NOx,Nitrogen oxides,air,Acidification,Buildings,Central,NA,€2021/t,110.0,"EEA, 2023"
LT,Lithuania,2012,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8270.0,"EEA, 2023"
LT,Lithuania,2012,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,20488.0,"EEA, 2023"
LT,Lithuania,2013,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8233.0,"EEA, 2023"
LT,Lithuania,2013,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,20761.0,"EEA, 2023"
LT,Lithuania,2014,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8220.0,"EEA, 2023"
LT,Lithuania,2014,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,20833.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8371.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,22457.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8444.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,23033.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8514.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,23908.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8578.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,24289.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8267.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,23247.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8429.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,26103.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8836.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,28338.0,"EEA, 2023"
LT,Lithuania,2012,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,7729.0,"EEA, 2023"
LT,Lithuania,2012,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,19947.0,"EEA, 2023"
LT,Lithuania,2013,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,7692.0,"EEA, 2023"
LT,Lithuania,2013,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,20220.0,"EEA, 2023"
LT,Lithuania,2014,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,7679.0,"EEA, 2023"
LT,Lithuania,2014,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,20292.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,7830.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,21916.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,7903.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,22492.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,7973.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,23367.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,8037.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,23748.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,7726.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,22706.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,7888.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,25562.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,8295.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,27797.0,"EEA, 2023"
LT,Lithuania,2012,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,41.0,"EEA, 2023"
LT,Lithuania,2013,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,41.0,"EEA, 2023"
LT,Lithuania,2014,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,41.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,41.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,41.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,41.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,41.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,41.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,41.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,41.0,"EEA, 2023"
LT,Lithuania,2012,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VOLY,€2021/t,3475.0,"EEA, 2023"
LT,Lithuania,2012,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VSL,€2021/t,8962.0,"EEA, 2023"
LT,Lithuania,2013,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VOLY,€2021/t,3454.0,"EEA, 2023"
LT,Lithuania,2013,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VSL,€2021/t,9034.0,"EEA, 2023"
LT,Lithuania,2014,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VOLY,€2021/t,3432.0,"EEA, 2023"
LT,Lithuania,2014,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VSL,€2021/t,8993.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VOLY,€2021/t,3492.0,"EEA, 2023"
LT,Lithuania,2015,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VSL,€2021/t,9819.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VOLY,€2021/t,3514.0,"EEA, 2023"
LT,Lithuania,2016,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VSL,€2021/t,10217.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VOLY,€2021/t,3517.0,"EEA, 2023"
LT,Lithuania,2017,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VSL,€2021/t,10499.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VOLY,€2021/t,3531.0,"EEA, 2023"
LT,Lithuania,2018,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VSL,€2021/t,10679.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VOLY,€2021/t,3382.0,"EEA, 2023"
LT,Lithuania,2019,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VSL,€2021/t,10205.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VOLY,€2021/t,3452.0,"EEA, 2023"
LT,Lithuania,2020,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VSL,€2021/t,11592.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VOLY,€2021/t,3648.0,"EEA, 2023"
LT,Lithuania,2021,env-price,NOx,Nitrogen oxides,air,Oxidant formation - NO2,Health,Central,VSL,€2021/t,12657.0,"EEA, 2023"
LT,Lithuania,2012,env-price,NOx,Nitrogen oxides,air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,280.0,"EEA, 2023"
